Date,City,Lon,Lat,Station,ObsTime,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount
2020-06-02,南投縣,120.959522,23.487614,467550,10,647.4,3199.0,14.3,11.4,83,1.2,200,3.7,170,0.0,0.0,1.0,3.44,...,11,...
2020-06-02,南投縣,120.959522,23.487614,467550,11,647.2,3195.5,15.0,13.6,91,1.4,180,6.2,160,0.0,0.0,0.5,2.4,30.0,10,4.0
2020-06-02,南投縣,120.959522,23.487614,467550,12,646.9,3189.6,17.3,15.6,90,1.6,180,4.6,220,0.0,0.0,0.6,3.56,...,14,...
2020-06-02,南投縣,120.959522,23.487614,467550,13,646.7,3191.5,13.5,12.9,96,0.6,190,4.5,140,0.0,0.0,0.1,1.44,...,7,...
2020-06-02,南投縣,120.959522,23.487614,467550,14,646.3,3184.4,15.2,13.8,91,1.8,210,4.8,230,0.0,0.0,0.3,2.79,2.1,10,9.0
2020-06-02,南投縣,120.959522,23.487614,467550,15,645.9,3179.3,15.2,14.3,94,1.5,210,7.8,210,0.0,0.0,0.4,2.4,...,8,...
2020-06-02,南投縣,120.959522,23.487614,467550,16,645.5,3174.5,14.6,13.4,93,2.0,200,5.3,250,0.0,0.0,0.7,2.85,...,6,...
2020-06-02,南投縣,120.959522,23.487614,467550,17,645.1,3174.5,10.5,10.5,100,2.2,200,6.3,210,0.0,0.0,0.8,1.68,13.0,3,6.0
2020-06-02,南投縣,120.959522,23.487614,467550,18,645.2,3177.5,8.2,8.2,100,2.8,180,6.8,170,0.0,0.0,0.4,0.35,...,0,...
2020-06-02,南投縣,120.959522,23.487614,467550,19,645.8,3185.3,6.4,6.4,100,5.0,220,7.1,230,0.0,0.0,0.0,0.0,...,0,...
2020-06-02,南投縣,120.959522,23.487614,467550,20,646.2,3187.6,6.0,6.0,100,3.4,250,8.1,210,0.0,0.0,...,0.0,30.0,0,0.0
2020-06-02,南投縣,120.959522,23.487614,467550,21,646.5,3188.5,6.7,5.2,90,6.0,220,8.4,230,0.0,0.0,...,0.0,30.0,0,0.0
2020-06-02,南投縣,120.959522,23.487614,467550,22,646.7,3188.5,6.0,3.4,83,6.2,220,8.4,210,0.0,0.0,...,0.0,...,0,...
2020-06-02,南投縣,120.959522,23.487614,467550,23,646.3,3182.8,5.8,2.5,79,8.2,220,11.3,220,0.0,0.0,...,0.0,...,0,...
2020-06-02,南投縣,120.959522,23.487614,467550,24,645.9,3176.5,4.5,4.0,97,6.5,220,10.3,210,0.0,0.0,...,0.0,...,0,...
2020-06-03,南投縣,120.959522,23.487614,467550,1,645.1,3170.0,5.1,-1.9,61,7.5,210,11.0,200,0.0,0.0,...,0.0,...,0,...
2020-06-03,南投縣,120.959522,23.487614,467550,2,644.5,3160.4,5.0,-0.6,67,10.1,210,13.6,220,0.0,0.0,...,0.0,...,0,...
2020-06-03,南投縣,120.959522,23.487614,467550,3,644.6,3162.0,4.7,0.5,74,6.7,220,12.9,200,0.0,0.0,...,0.0,...,0,...
2020-06-03,南投縣,120.959522,23.487614,467550,4,644.4,3161.0,4.0,0.7,79,3.2,250,12.2,220,0.0,0.0,...,0.0,...,0,...
2020-06-03,南投縣,120.959522,23.487614,467550,5,644.6,3169.6,3.1,0.2,81,4.9,240,10.7,220,0.0,0.0,...,0.0,30.0,0,0.0
2020-06-03,南投縣,120.959522,23.487614,467550,6,645.1,3177.2,4.4,0.6,76,3.8,240,12.5,280,0.0,0.0,0.4,0.11,...,0,...
2020-06-03,南投縣,120.959522,23.487614,467550,7,645.9,3187.8,5.8,4.0,88,3.7,230,8.4,230,0.0,0.0,1.0,0.79,...,1,...
2020-06-03,南投縣,120.959522,23.487614,467550,8,646.1,3189.6,6.8,4.7,86,4.0,240,10.6,230,0.0,0.0,1.0,1.83,30.0,3,4.0
2020-06-03,南投縣,120.959522,23.487614,467550,9,646.4,3190.8,8.3,4.0,74,5.2,240,12.4,240,0.0,0.0,1.0,2.75,30.0,6,4.0
2020-06-03,南投縣,120.959522,23.487614,467550,10,646.5,3190.7,10.2,4.3,67,4.2,230,11.1,220,0.0,0.0,1.0,3.49,...,11,...
2020-06-03,南投縣,120.959522,23.487614,467550,11,646.4,3188.6,11.1,4.8,65,5.2,240,11.8,230,0.0,0.0,1.0,4.14,30.0,14,4.0
2020-06-03,南投縣,120.959522,23.487614,467550,12,646.0,3184.0,12.0,5.8,66,4.3,230,9.9,220,0.0,0.0,1.0,4.2,...,17,...
2020-06-03,南投縣,120.959522,23.487614,467550,13,645.6,3174.6,15.0,10.4,74,2.9,220,8.9,280,0.0,0.0,1.0,4.19,...,17,...
2020-06-03,南投縣,120.959522,23.487614,467550,14,645.1,3171.9,12.0,7.6,74,4.0,250,10.9,250,0.0,0.0,1.0,4.11,30.0,15,3.0
2020-06-03,南投縣,120.959522,23.487614,467550,15,644.9,3168.4,13.1,8.1,72,2.8,250,9.8,260,0.0,0.0,1.0,3.46,...,11,...
2020-06-03,南投縣,120.959522,23.487614,467550,16,644.3,3164.2,10.9,8.5,85,3.7,260,10.0,240,0.0,0.0,1.0,2.52,...,6,...
2020-06-03,南投縣,120.959522,23.487614,467550,17,644.2,3164.5,10.5,6.3,75,3.4,240,10.3,250,0.0,0.0,1.0,1.78,30.0,3,4.0
2020-06-03,南投縣,120.959522,23.487614,467550,18,644.4,3168.3,8.2,2.6,68,3.7,230,11.0,260,0.0,0.0,1.0,0.83,...,1,...
2020-06-03,南投縣,120.959522,23.487614,467550,19,644.9,3175.8,5.8,2.7,80,6.1,240,12.6,250,0.0,0.0,0.4,0.03,...,0,...
2020-06-03,南投縣,120.959522,23.487614,467550,20,645.1,3177.4,5.6,3.3,85,8.2,240,13.1,260,0.0,0.0,...,0.0,50.0,0,0.0
2020-06-03,南投縣,120.959522,23.487614,467550,21,645.5,3181.4,5.0,4.8,99,9.2,250,14.9,260,0.0,0.0,...,0.0,50.0,0,0.0
2020-06-03,南投縣,120.959522,23.487614,467550,22,645.8,3183.0,5.0,1.9,80,7.3,250,14.8,260,0.0,0.0,...,0.0,...,0,...
2020-06-03,南投縣,120.959522,23.487614,467550,23,645.8,3181.3,5.5,-1.8,59,6.6,250,13.4,240,0.0,0.0,...,0.0,...,0,...
2020-06-03,南投縣,120.959522,23.487614,467550,24,645.5,3176.9,5.1,-2.6,57,4.0,250,13.5,250,0.0,0.0,...,0.0,...,0,...
2020-06-04,南投縣,120.959522,23.487614,467550,1,644.9,3164.7,5.9,-4.3,48,7.9,250,11.7,230,0.0,0.0,...,0.0,...,0,...
2020-06-04,南投縣,120.959522,23.487614,467550,2,644.3,3160.9,5.6,-4.4,49,4.0,240,12.8,260,0.0,0.0,...,0.0,...,0,...
2020-06-04,南投縣,120.959522,23.487614,467550,3,644.2,3157.8,6.0,-1.0,61,4.4,240,11.9,240,0.0,0.0,...,0.0,...,0,...
2020-06-04,南投縣,120.959522,23.487614,467550,4,644.3,3162.5,5.4,-1.5,61,2.1,240,12.1,240,0.0,0.0,...,0.0,...,0,...
2020-06-04,南投縣,120.959522,23.487614,467550,5,644.4,3164.6,5.1,-1.8,61,4.2,250,11.3,240,0.0,0.0,...,0.0,50.0,0,0.0
2020-06-04,南投縣,120.959522,23.487614,467550,6,644.7,3169.2,6.8,1.2,67,1.6,230,12.9,270,0.0,0.0,0.4,0.13,...,0,...
2020-06-04,南投縣,120.959522,23.487614,467550,7,645.1,3175.7,8.0,1.7,64,1.6,240,9.4,240,0.0,0.0,1.0,0.75,...,1,...
2020-06-04,南投縣,120.959522,23.487614,467550,8,645.4,3179.5,8.2,0.9,60,3.5,250,7.9,260,0.0,0.0,1.0,1.89,30.0,3,0.0
2020-06-04,南投縣,120.959522,23.487614,467550,9,645.8,3182.9,10.3,4.4,67,2.8,250,7.0,250,0.0,0.0,1.0,2.75,30.0,6,0.0
2020-06-04,南投縣,120.959522,23.487614,467550,10,646.1,3182.8,13.6,6.4,62,2.7,230,6.8,220,0.0,0.0,1.0,3.51,...,11,...
2020-06-04,南投縣,120.959522,23.487614,467550,11,646.2,3182.9,14.1,6.7,61,2.8,220,7.0,230,0.0,0.0,1.0,4.12,30.0,14,0.0
2020-06-04,南投縣,120.959522,23.487614,467550,12,646.0,3182.0,13.1,7.9,71,3.1,240,7.9,230,0.0,0.0,1.0,4.2,...,16,...
2020-06-04,南投縣,120.959522,23.487614,467550,13,645.8,3177.9,13.6,8.7,72,4.1,240,9.2,270,0.0,0.0,1.0,4.24,...,17,...
2020-06-04,南投縣,120.959522,23.487614,467550,14,645.4,3173.5,13.3,8.7,74,2.9,250,8.2,250,0.0,0.0,0.9,3.59,15.0,13,4.0
2020-06-04,南投縣,120.959522,23.487614,467550,15,645.0,3171.1,10.6,8.8,89,4.1,250,9.2,270,0.0,0.0,0.7,2.74,...,9,...
2020-06-04,南投縣,120.959522,23.487614,467550,16,644.5,3164.8,11.1,9.4,89,3.7,260,9.2,250,0.0,0.0,0.6,1.96,...,5,...
2020-06-04,南投縣,120.959522,23.487614,467550,17,644.7,3168.4,10.6,9.5,93,2.4,240,9.8,260,0.0,0.0,0.9,1.64,15.0,2,4.0
2020-06-04,南投縣,120.959522,23.487614,467550,18,644.4,3166.1,7.6,5.9,89,5.6,250,12.2,260,0.0,0.0,0.9,0.74,...,1,...
2020-06-04,南投縣,120.959522,23.487614,467550,19,644.7,3170.9,5.6,4.4,92,7.9,250,13.5,250,0.0,0.0,0.4,0.02,...,0,...
2020-06-04,南投縣,120.959522,23.487614,467550,20,645.1,3176.0,5.4,3.7,89,7.2,250,14.6,260,0.0,0.0,...,0.0,30.0,0,0.0
2020-06-04,南投縣,120.959522,23.487614,467550,21,645.7,3181.1,5.4,3.4,87,5.9,250,13.1,250,0.0,0.0,...,0.0,30.0,0,0.0
2020-06-04,南投縣,120.959522,23.487614,467550,22,645.9,3180.2,5.0,3.9,93,4.6,240,12.8,260,0.0,0.0,...,0.0,...,0,...
2020-06-04,南投縣,120.959522,23.487614,467550,23,646.0,3180.0,5.8,2.7,80,1.7,240,10.9,220,0.0,0.0,...,0.0,...,0,...
2020-06-04,南投縣,120.959522,23.487614,467550,24,645.6,3176.4,5.5,2.6,82,8.3,250,11.5,250,0.0,0.0,...,0.0,...,0,...
2020-06-05,南投縣,120.959522,23.487614,467550,1,645.2,3170.9,5.3,1.4,76,8.6,250,12.6,250,0.0,0.0,...,0.0,...,0,...
2020-06-05,南投縣,120.959522,23.487614,467550,2,644.8,3165.5,5.8,1.2,72,7.0,250,10.1,250,0.0,0.0,...,0.0,...,0,...
2020-06-05,南投縣,120.959522,23.487614,467550,3,644.7,3167.4,5.9,-0.1,65,4.2,250,10.1,270,0.0,0.0,...,0.0,...,0,...
2020-06-05,南投縣,120.959522,23.487614,467550,4,644.4,3163.7,5.3,-2.7,56,6.4,250,10.9,260,0.0,0.0,...,0.0,...,0,...
2020-06-05,南投縣,120.959522,23.487614,467550,5,644.4,3164.2,5.4,-3.9,51,9.4,260,12.6,260,0.0,0.0,...,0.0,30.0,0,7.0
2020-06-05,南投縣,120.959522,23.487614,467550,6,644.8,3171.9,6.2,0.2,65,2.2,240,12.1,250,0.0,0.0,0.0,0.0,...,0,...
2020-06-05,南投縣,120.959522,23.487614,467550,7,645.1,3177.4,6.8,4.4,85,2.5,230,10.3,250,0.0,0.0,0.2,0.54,...,1,...
2020-06-05,南投縣,120.959522,23.487614,467550,8,645.6,3181.1,9.2,4.5,72,2.0,240,8.1,240,0.0,0.0,0.9,1.48,30.0,2,0.0
2020-06-05,南投縣,120.959522,23.487614,467550,9,645.7,3182.1,9.5,4.8,72,3.2,240,9.1,240,0.0,0.0,1.0,2.72,30.0,6,0.0
2020-06-05,南投縣,120.959522,23.487614,467550,10,645.7,3180.6,11.1,8.1,82,2.1,260,10.1,220,0.0,0.0,1.0,3.46,...,10,...
2020-06-05,南投縣,120.959522,23.487614,467550,11,645.7,3179.7,11.1,10.6,97,1.9,260,10.3,270,0.0,0.0,0.9,3.52,2.1,12,9.0
2020-06-05,南投縣,120.959522,23.487614,467550,12,645.7,3178.7,12.2,10.9,92,3.7,250,8.3,260,0.0,0.0,0.9,3.62,...,14,...
2020-06-05,南投縣,120.959522,23.487614,467550,13,645.0,3173.5,9.3,9.3,100,4.5,260,12.9,270,0.0,0.0,0.4,2.92,...,11,...
2020-06-05,南投縣,120.959522,23.487614,467550,14,644.5,3166.9,9.0,9.0,100,3.6,280,15.2,280,0.0,0.0,0.1,1.91,0.1,7,/
2020-06-05,南投縣,120.959522,23.487614,467550,15,644.5,3167.7,8.2,8.2,100,4.7,250,14.4,230,0.0,0.0,0.0,0.95,...,3,...
2020-06-05,南投縣,120.959522,23.487614,467550,16,644.1,3161.1,10.1,10.1,100,2.8,270,10.9,260,0.0,0.0,0.2,1.55,...,4,...
2020-06-05,南投縣,120.959522,23.487614,467550,17,644.0,3162.8,7.5,7.5,100,4.0,270,11.3,280,0.0,0.0,0.2,1.22,0.1,2,/
2020-06-05,南投縣,120.959522,23.487614,467550,18,644.1,3163.4,7.3,7.3,100,7.6,280,13.2,270,0.0,0.0,0.2,0.69,...,0,...
2020-06-05,南投縣,120.959522,23.487614,467550,19,644.3,3165.9,6.7,6.7,100,4.9,280,12.8,280,0.0,0.0,0.0,0.08,...,0,...
2020-06-05,南投縣,120.959522,23.487614,467550,20,644.5,3167.7,4.9,4.9,100,10.6,270,16.1,260,0.0,0.0,...,0.0,30.0,0,4.0
2020-06-05,南投縣,120.959522,23.487614,467550,21,645.0,3172.8,5.7,5.7,100,5.6,250,14.2,270,0.0,0.0,...,0.0,30.0,0,4.0
2020-06-05,南投縣,120.959522,23.487614,467550,22,645.1,3173.0,5.0,5.0,100,4.4,240,14.6,230,0.0,0.0,...,0.0,...,0,...
2020-06-05,南投縣,120.959522,23.487614,467550,23,645.4,3177.3,4.6,4.6,100,2.3,220,14.2,280,0.0,0.0,...,0.0,...,0,...
2020-06-05,南投縣,120.959522,23.487614,467550,24,645.1,3172.0,4.7,4.7,100,3.0,280,13.7,260,0.0,0.0,...,0.0,...,0,...
2020-06-06,南投縣,120.959522,23.487614,467550,1,644.2,3164.2,4.6,4.6,100,3.0,290,14.5,220,0.0,0.0,...,0.0,...,0,...
2020-06-06,南投縣,120.959522,23.487614,467550,2,644.0,3161.7,4.8,4.8,100,2.5,300,13.7,270,0.0,0.0,...,0.0,...,0,...
2020-06-06,南投縣,120.959522,23.487614,467550,3,643.5,3156.1,5.0,5.0,100,2.4,280,9.2,230,0.0,0.0,...,0.0,...,0,...
2020-06-06,南投縣,120.959522,23.487614,467550,4,643.4,3153.0,4.6,4.6,100,2.6,290,14.3,260,0.0,0.0,...,0.0,...,0,...
2020-06-06,南投縣,120.959522,23.487614,467550,5,643.5,3157.3,4.7,4.7,100,2.8,300,9.4,260,0.0,0.0,...,0.0,30.0,0,7.0
2020-06-06,南投縣,120.959522,23.487614,467550,6,643.8,3159.9,5.9,5.9,100,3.3,300,14.3,300,0.0,0.0,0.0,0.0,...,0,...
2020-06-06,南投縣,120.959522,23.487614,467550,7,644.2,3165.9,5.8,5.8,100,3.1,290,13.0,240,0.0,0.0,0.0,0.02,...,0,...
2020-06-06,南投縣,120.959522,23.487614,467550,8,644.3,3169.0,6.1,6.1,100,2.5,280,10.0,220,0.0,0.0,0.0,0.51,2.1,2,9.0
2020-06-06,南投縣,120.959522,23.487614,467550,9,644.7,3172.7,6.4,6.4,100,5.9,290,13.3,260,0.0,0.0,0.1,1.31,0.1,4,/
2020-06-06,南投縣,120.959522,23.487614,467550,10,644.8,3173.0,7.9,7.9,100,3.2,280,14.6,250,0.0,0.0,0.2,2.01,...,7,...
2020-06-06,南投縣,120.959522,23.487614,467550,11,644.6,3170.7,8.1,8.1,100,6.2,280,14.9,260,0.0,0.0,0.3,2.52,0.1,10,/
2020-06-06,南投縣,120.959522,23.487614,467550,12,644.4,3168.8,7.5,7.5,100,4.8,270,16.1,270,0.5,0.3,0.2,2.04,...,9,...
2020-06-06,南投縣,120.959522,23.487614,467550,13,643.7,3159.4,8.0,8.0,100,4.5,250,15.0,240,3.5,1.0,0.1,1.52,...,6,...
2020-06-06,南投縣,120.959522,23.487614,467550,14,643.3,3155.0,7.2,7.2,100,5.2,240,12.9,270,3.5,1.0,0.0,1.11,0.1,5,/
2020-06-06,南投縣,120.959522,23.487614,467550,15,643.4,3155.8,7.4,7.4,100,7.2,290,21.0,190,4.0,1.0,0.0,0.6,...,2,...
2020-06-06,南投縣,120.959522,23.487614,467550,16,643.0,3151.6,7.1,7.1,100,5.2,280,16.3,250,0.5,0.5,0.0,0.74,...,2,...
2020-06-06,南投縣,120.959522,23.487614,467550,17,643.2,3154.8,6.5,6.5,100,9.1,280,18.1,270,0.0,0.0,0.0,0.4,0.1,1,/
2020-06-06,南投縣,120.959522,23.487614,467550,18,643.5,3157.8,5.9,5.9,100,5.9,270,17.4,260,3.5,0.9,0.0,0.01,...,0,...
2020-06-06,南投縣,120.959522,23.487614,467550,19,643.2,3154.8,5.4,5.4,100,6.5,260,19.9,260,2.0,0.8,0.0,0.0,...,0,...
2020-06-06,南投縣,120.959522,23.487614,467550,20,643.4,3156.9,5.4,5.4,100,9.2,270,19.5,250,0.0,0.0,...,0.0,0.1,0,/
2020-06-06,南投縣,120.959522,23.487614,467550,21,643.8,3162.1,5.0,5.0,100,3.4,230,18.9,290,0.0,0.0,...,0.0,0.1,0,/
2020-06-06,南投縣,120.959522,23.487614,467550,22,644.5,3169.6,4.7,4.7,100,5.5,250,12.9,250,0.0,0.0,...,0.0,...,0,...
2020-06-06,南投縣,120.959522,23.487614,467550,23,644.1,3164.4,4.6,4.6,100,3.8,240,10.0,280,0.0,0.0,...,0.0,...,0,...
2020-06-06,南投縣,120.959522,23.487614,467550,24,643.4,3156.2,4.6,4.6,100,4.7,250,12.7,270,0.0,0.0,...,0.0,...,0,...
2020-06-07,南投縣,120.959522,23.487614,467550,1,643.2,3153.2,4.5,4.5,100,2.5,220,13.4,280,0.0,0.0,...,0.0,...,0,...
2020-06-07,南投縣,120.959522,23.487614,467550,2,643.0,3151.6,4.5,4.5,100,2.3,230,10.7,260,0.0,0.0,...,0.0,...,0,...
2020-06-07,南投縣,120.959522,23.487614,467550,3,642.9,3150.3,4.3,4.3,100,4.9,250,12.3,260,0.0,0.0,...,0.0,...,0,...
2020-06-07,南投縣,120.959522,23.487614,467550,4,642.9,3150.1,4.8,4.8,100,4.6,250,12.3,250,0.0,0.0,...,0.0,...,0,...
2020-06-07,南投縣,120.959522,23.487614,467550,5,643.0,3151.6,5.2,5.2,100,2.9,250,10.9,250,0.0,0.0,...,0.0,0.1,0,/
2020-06-07,南投縣,120.959522,23.487614,467550,6,643.2,3154.1,5.8,5.8,100,1.4,220,10.4,260,0.0,0.0,0.0,0.0,...,0,...
2020-06-07,南投縣,120.959522,23.487614,467550,7,643.2,3154.5,6.0,6.0,100,3.2,240,9.6,260,0.0,0.0,0.0,0.0,...,0,...
2020-06-07,南投縣,120.959522,23.487614,467550,8,643.7,3159.1,7.4,7.4,100,1.9,240,8.9,260,0.5,0.5,0.0,0.49,0.1,1,/
2020-06-07,南投縣,120.959522,23.487614,467550,9,643.8,3158.7,9.2,9.2,100,3.0,240,10.5,250,0.0,0.0,0.0,0.86,0.1,3,/
2020-06-07,南投縣,120.959522,23.487614,467550,10,644.2,3164.2,9.2,9.2,100,2.7,230,13.5,280,0.0,0.0,0.0,1.41,...,5,...
2020-06-07,南投縣,120.959522,23.487614,467550,11,643.6,3158.4,7.8,7.8,100,4.7,280,11.3,290,0.0,0.0,0.0,1.08,0.1,5,/
2020-06-07,南投縣,120.959522,23.487614,467550,12,643.7,3161.1,6.6,6.6,100,3.4,280,13.0,300,0.5,0.5,0.0,0.86,...,4,...
2020-06-07,南投縣,120.959522,23.487614,467550,13,643.1,3153.2,6.9,6.9,100,2.9,310,11.3,260,4.5,1.0,0.0,0.77,...,3,...
2020-06-07,南投縣,120.959522,23.487614,467550,14,642.6,3147.1,6.7,6.7,100,7.8,260,14.2,250,1.5,1.0,0.0,0.91,0.1,4,/
2020-06-07,南投縣,120.959522,23.487614,467550,15,642.9,3151.1,6.8,6.8,100,5.9,290,15.1,270,5.5,1.0,0.0,0.25,...,1,...
2020-06-07,南投縣,120.959522,23.487614,467550,16,642.3,3143.7,6.1,6.1,100,7.2,270,16.6,270,10.0,1.0,0.0,0.23,...,1,...
2020-06-07,南投縣,120.959522,23.487614,467550,17,642.0,3140.5,5.2,5.2,100,7.0,280,20.5,260,5.5,1.0,0.0,0.05,0.1,0,/
2020-06-07,南投縣,120.959522,23.487614,467550,18,642.5,3145.1,6.0,6.0,100,3.1,250,16.1,270,2.0,1.0,0.0,0.01,...,0,...
2020-06-07,南投縣,120.959522,23.487614,467550,19,643.1,3153.5,5.2,5.2,100,7.2,280,15.9,270,3.5,1.0,0.0,0.0,...,0,...
2020-06-07,南投縣,120.959522,23.487614,467550,20,643.1,3151.0,5.8,5.8,100,3.1,230,15.5,250,1.5,1.0,...,0.0,0.1,0,/
2020-06-07,南投縣,120.959522,23.487614,467550,21,643.4,3152.7,5.7,5.7,100,7.8,280,16.1,270,0.5,1.0,...,0.0,0.1,0,/
2020-06-07,南投縣,120.959522,23.487614,467550,22,643.8,3157.5,6.0,6.0,100,6.2,290,16.9,270,3.0,1.0,...,0.0,...,0,...
2020-06-07,南投縣,120.959522,23.487614,467550,23,643.9,3161.4,5.2,5.2,100,3.4,240,14.8,260,0.5,0.5,...,0.0,...,0,...
2020-06-07,南投縣,120.959522,23.487614,467550,24,643.0,3152.1,4.7,4.7,100,2.9,220,11.3,240,0.0,0.0,...,0.0,...,0,...
2020-06-08,南投縣,120.959522,23.487614,467550,1,642.4,3144.0,4.8,4.8,100,2.5,190,10.2,200,0.0,0.0,...,0.0,...,0,...
2020-06-08,南投縣,120.959522,23.487614,467550,2,642.2,3141.4,5.0,5.0,100,3.3,230,12.4,250,0.0,0.0,...,0.0,...,0,...
2020-06-08,南投縣,120.959522,23.487614,467550,3,642.1,3139.9,5.1,5.1,100,3.0,210,15.5,230,0.0,0.0,...,0.0,...,0,...
